fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,colour
6.6,0.17,0.38,0.4054651081081644,0.032,3.332204510175204,112,0.9914,3.25,0.55,11.4,7,White
6.3,0.48,0.04,0.09531017980432493,0.046,3.4011973816621555,99,0.9928,3.24,0.36,9.6,6,White
6.2,0.66,0.48,0.1823215567939546,0.029,3.367295829986474,75,0.9892,3.33,0.39,12.8,8,White
7.4,0.34,0.42,0.09531017980432493,0.033,2.833213344056216,171,0.9917,3.12,0.53,11.3,6,White
6.5,0.31,0.14,2.0149030205422647,0.044,3.5263605246161616,133,0.9955,3.22,0.5,9.5,5,White
6.2,0.66,0.48,0.1823215567939546,0.029,3.367295829986474,75,0.9892,3.33,0.39,12.8,8,White
6.4,0.31,0.38,1.0647107369924282,0.038,2.9444389791664403,102,0.9912,3.17,0.35,11,7,White
6.8,0.26,0.42,0.5306282510621704,0.049,3.713572066704308,122,0.993,3.47,0.48,10.5,8,White
7.6,0.67,0.14,0.4054651081081644,0.074,3.2188758248682006,168,0.9937,3.05,0.51,9.3,5,White
6.6,0.27,0.41,0.26236426446749106,0.052,2.772588722239781,142,0.9951,3.42,0.47,10,6,White
7,0.25,0.32,2.1972245773362196,0.046,4.02535169073515,245,0.9955,3.25,0.5,10.4,6,White
6.9,0.24,0.35,0,0.052,3.5553480614894135,146,0.993,3.45,0.44,10,6,White
7,0.28,0.39,2.163323025660538,0.051,3.4657359027997265,141,0.9961,3.38,0.53,10.5,6,White
7.4,0.27,0.48,0.09531017980432493,0.047,2.833213344056216,132,0.9914,3.19,0.49,11.6,6,White
7.2,0.32,0.36,0.6931471805599453,0.033,3.6109179126442243,114,0.9906,3.1,0.71,12.3,7,White
8.5,0.24,0.39,2.341805806147327,0.044,2.995732273553991,142,0.9974,3.2,0.53,10,6,White
8.3,0.14,0.34,0.09531017980432493,0.042,1.9459101490553132,47,0.9934,3.47,0.4,10.2,6,White
7.4,0.25,0.36,0.7178397931503168,0.05,3.4339872044851463,100,0.992,3.19,0.44,10.8,6,White
6.2,0.12,0.34,0.4054651081081644,0.045,3.7612001156935624,117,0.9939,3.42,0.51,9,6,White
5.8,0.27,0.2,2.7047112998366956,0.044,3.091042453358316,179,0.9962,3.37,0.37,10.2,5,White
7.3,0.28,0.43,0.5306282510621704,0.08,3.044522437723423,123,0.9905,3.19,0.42,12.8,5,White
6.5,0.39,0.23,1.6863989535702288,0.051,3.2188758248682006,149,0.9934,3.24,0.35,10,5,White
7,0.33,0.32,0.1823215567939546,0.053,3.6375861597263857,138,0.9906,3.13,0.28,11.2,6,White
7.3,0.24,0.39,2.8875901149342877,0.057,3.8066624897703196,149,0.9999,3.21,0.36,8.6,5,White
7.3,0.24,0.39,2.8875901149342877,0.057,3.8066624897703196,149,0.9999,3.21,0.36,8.6,5,White
6.7,0.23,0.39,0.9162907318741551,0.172,4.143134726391533,158,0.9937,3.11,0.36,9.4,6,White
6.7,0.24,0.39,1.0647107369924282,0.173,4.143134726391533,157,0.9937,3.1,0.34,9.4,6,White
7,0.31,0.26,2.0014800002101243,0.069,3.332204510175204,160,0.9954,3.13,0.46,9.8,6,White
6.6,0.24,0.27,0.3364722366212129,0.057,3.4965075614664802,152,0.9934,3.22,0.56,9.5,6,White
6.7,0.23,0.26,0.3364722366212129,0.06,3.4965075614664802,154,0.9934,3.24,0.56,9.5,6,White
7.4,0.18,0.31,0.3364722366212129,0.058,3.6375861597263857,167,0.9931,3.16,0.53,10,7,White
6.2,0.45,0.26,1.4816045409242156,0.063,4.143134726391533,206,0.994,3.27,0.52,9.8,4,White
6.2,0.46,0.25,1.4816045409242156,0.066,4.127134385045092,207,0.9939,3.25,0.52,9.8,5,White
7,0.31,0.26,2.0014800002101243,0.069,3.332204510175204,160,0.9954,3.13,0.46,9.8,6,White
6.9,0.19,0.35,1.6094379124341003,0.067,3.4657359027997265,150,0.995,3.36,0.48,9.8,5,White
7.2,0.19,0.31,0.47000362924573563,0.062,3.4339872044851463,173,0.9917,3.35,0.44,11.7,6,White
6.6,0.25,0.29,0.09531017980432493,0.068,3.6635616461296463,124,0.9914,3.34,0.58,11,7,White
6.2,0.16,0.33,0.09531017980432493,0.057,3.044522437723423,82,0.991,3.32,0.46,10.9,7,White
6.4,0.18,0.35,0,0.045,3.6635616461296463,108,0.9911,3.31,0.35,10.9,6,White
6.8,0.2,0.59,-0.10536051565782628,0.147,3.6375861597263857,132,0.993,3.05,0.38,9.1,6,White
6.9,0.25,0.35,0.26236426446749106,0.039,3.367295829986474,191,0.9908,3.13,0.52,11,6,White
7.2,0.21,0.34,2.4765384001174837,0.043,3.6109179126442243,213,0.9962,3.09,0.5,9.6,6,White
6,0.19,0.26,2.517696472610991,0.048,3.912023005428146,147,0.9972,3.3,0.36,8.9,6,White
6.6,0.38,0.15,1.5260563034950492,0.044,3.2188758248682006,78,0.9931,3.11,0.38,10.2,6,White
7.4,0.2,0.36,0.1823215567939546,0.038,3.784189633918261,111,0.9926,3.36,0.34,9.9,6,White
6.8,0.22,0.24,1.589235205116581,0.092,3.4011973816621555,123,0.9951,3.03,0.46,8.6,6,White
6,0.19,0.26,2.517696472610991,0.048,3.912023005428146,147,0.9972,3.3,0.36,8.9,6,White
7,0.47,0.07,0.09531017980432493,0.035,2.833213344056216,151,0.991,3.02,0.34,10.5,5,White
6.6,0.38,0.15,1.5260563034950492,0.044,3.2188758248682006,78,0.9931,3.11,0.38,10.2,6,White
7.2,0.24,0.27,0.3364722366212129,0.038,3.4339872044851463,122,0.9927,3.15,0.46,10.3,6,White
6.2,0.35,0.03,0.1823215567939546,0.064,3.367295829986474,120,0.9934,3.22,0.54,9.1,5,White
6.4,0.26,0.24,1.8562979903656263,0.04,3.295836866004329,124,0.9903,3.22,0.49,12.6,7,White
6.7,0.25,0.13,0.1823215567939546,0.041,4.394449154672439,174,0.992,3.14,0.42,9.8,5,White
6.7,0.23,0.31,0.7419373447293773,0.046,3.4011973816621555,96,0.9926,3.33,0.64,10.7,8,White
7.4,0.24,0.29,2.3125354238472138,0.05,3.044522437723423,105,0.9962,3.13,0.35,9.5,5,White
6.2,0.27,0.43,2.0541237336955462,0.056,3.871201010907891,244,0.9956,3.1,0.51,9,6,White
6.8,0.3,0.23,1.5260563034950492,0.061,3.9219733362813143,238.5,0.9958,3.32,0.6,9.5,5,White
6,0.27,0.28,1.5686159179138452,0.063,3.4339872044851463,201,0.9964,3.69,0.71,10,5,White
8.6,0.23,0.46,0,0.054,2.1972245773362196,72,0.9941,2.95,0.49,9.1,6,White
6.7,0.23,0.31,0.7419373447293773,0.046,3.4011973816621555,96,0.9926,3.33,0.64,10.7,8,White
7.4,0.24,0.29,2.3125354238472138,0.05,3.044522437723423,105,0.9962,3.13,0.35,9.5,5,White
7.1,0.18,0.36,0.3364722366212129,0.043,3.4339872044851463,87,0.9898,3.26,0.37,12.7,7,White
7,0.32,0.34,0.26236426446749106,0.042,2.995732273553991,69,0.9912,3.31,0.65,12,7,White
7.4,0.18,0.3,2.174751721484161,0.064,3.258096538021482,103,0.9961,2.94,0.56,9.3,5,White
6.7,0.54,0.28,1.6863989535702288,0.06,3.044522437723423,105,0.9949,3.27,0.37,9,5,White
6.8,0.22,0.31,0.3364722366212129,0.053,3.5263605246161616,114,0.9929,3.39,0.77,10.6,6,White
7.1,0.2,0.34,2.772588722239781,0.05,3.9318256327243257,166,0.9985,3.21,0.6,9.2,6,White
7.1,0.34,0.2,1.8082887711792655,0.063,3.8501476017100584,164,0.9946,3.17,0.42,10,5,White
7.3,0.22,0.3,2.1041341542702074,0.047,3.7376696182833684,207,0.9966,3.33,0.46,9.5,6,White
7.1,0.43,0.61,2.468099531471619,0.045,3.9889840465642745,155,0.9974,3.11,0.45,8.7,5,White
7.1,0.44,0.62,2.468099531471619,0.044,3.9512437185814275,152,0.9975,3.12,0.46,8.7,6,White
7.2,0.39,0.63,2.3978952727983707,0.044,4.007333185232471,156,0.9974,3.09,0.44,8.7,6,White
6.8,0.25,0.31,2.5877640352277083,0.05,4.23410650459726,202,0.9972,3.22,0.48,9.7,6,White
7.1,0.43,0.61,2.468099531471619,0.045,3.9889840465642745,155,0.9974,3.11,0.45,8.7,5,White
7.1,0.44,0.62,2.468099531471619,0.044,3.9512437185814275,152,0.9975,3.12,0.46,8.7,6,White
7.2,0.39,0.63,2.3978952727983707,0.044,4.007333185232471,156,0.9974,3.09,0.44,8.7,6,White
6.1,0.27,0.43,2.0149030205422647,0.049,4.174387269895637,243,0.9957,3.12,0.47,9,5,White
6.9,0.24,0.33,0.5306282510621704,0.035,3.8501476017100584,136,0.99,3.26,0.4,12.6,7,White
6.9,0.21,0.33,0.5877866649021191,0.034,3.871201010907891,136,0.9899,3.25,0.41,12.6,7,White
7.5,0.17,0.32,0.5306282510621704,0.04,3.9318256327243257,148,0.9916,3.21,0.44,11.5,7,White
7.1,0.26,0.29,2.517696472610991,0.044,4.127134385045092,240,0.9969,3.04,0.42,9.2,6,White
6,0.34,0.66,2.766319109226186,0.046,3.258096538021482,164,0.9979,3.14,0.5,8.8,6,White
8.6,0.265,0.36,0.1823215567939546,0.034,2.70805020110221,80,0.9913,2.95,0.36,11.4,7,White
9.8,0.36,0.46,2.3513752571634776,0.038,1.3862943611198906,83,0.9956,2.89,0.3,10.1,4,White
6,0.34,0.66,2.766319109226186,0.046,3.258096538021482,164,0.9979,3.14,0.5,8.8,6,White
7.4,0.25,0.37,2.6026896854443837,0.06,3.9512437185814275,192,0.9975,3,0.44,9.1,5,White
7.1,0.12,0.32,2.2617630984737906,0.054,4.1588830833596715,162,0.9962,3.4,0.41,9.4,5,White
6,0.21,0.24,2.4932054526026954,0.05,4.007333185232471,164,0.997,3.34,0.39,9.4,5,White
7.5,0.305,0.4,2.9391619220655967,0.059,3.784189633918261,170,1,2.99,0.46,9,5,White
7.4,0.25,0.37,2.6026896854443837,0.06,3.9512437185814275,192,0.9975,3,0.44,9.1,5,White
7.3,0.13,0.32,2.667228206581955,0.051,3.5263605246161616,109,0.9974,3.2,0.35,9.2,6,White
7.1,0.12,0.32,2.2617630984737906,0.054,4.1588830833596715,162,0.9962,3.4,0.41,9.4,5,White
7.1,0.23,0.35,2.803360380906535,0.04,4.0943445622221,171,0.999,3.16,0.59,9.1,6,White
7.1,0.23,0.35,2.803360380906535,0.04,4.0943445622221,171,0.999,3.16,0.59,9.1,6,White
6.9,0.33,0.28,0.26236426446749106,0.051,3.6109179126442243,187,0.9927,3.27,0.6,10.3,5,White
6.5,0.17,0.54,2.1400661634962708,0.082,4.1588830833596715,163,0.9959,2.89,0.39,8.8,6,White
7.2,0.27,0.46,2.9311937524164198,0.052,3.8066624897703196,255,1,3.04,0.52,8.9,5,White
7.2,0.31,0.5,2.5877640352277083,0.056,4.219507705176107,195,0.9982,3.01,0.47,9.2,5,White
6.7,0.41,0.34,2.2192034840549946,0.049,3.367295829986474,150,0.9968,3.22,0.51,9.1,5,White
6.7,0.41,0.34,2.2192034840549946,0.049,3.367295829986474,150,0.9968,3.22,0.51,9.1,5,White
5.5,0.485,0,0.4054651081081644,0.065,2.0794415416798357,103,0.994,3.63,0.4,9.7,4,White
6,0.31,0.24,1.1939224684724346,0.041,3.2188758248682006,143,0.9914,3.31,0.44,11.3,6,White
7,0.14,0.4,0.5306282510621704,0.035,2.772588722239781,85,0.9911,3.19,0.42,11.8,6,White
7.2,0.31,0.5,2.5877640352277083,0.056,4.219507705176107,195,0.9982,3.01,0.47,9.2,5,White
7.3,0.32,0.48,2.5877640352277083,0.06,4.04305126783455,196,0.9982,3.04,0.5,9.2,5,White
5.9,0.36,0.04,1.7404661748405046,0.046,3.044522437723423,87,0.9934,3.22,0.51,10.2,5,White
7.8,0.24,0.32,2.501435951739211,0.054,3.7376696182833684,138,0.9984,3.01,0.54,8.8,5,White
7.4,0.16,0.31,1.9242486522741338,0.059,3.4339872044851463,131,0.9952,3.29,0.34,9.7,5,White
6.9,0.19,0.28,1.6094379124341003,0.058,2.6390573296152584,146,0.9952,3.29,0.36,9.1,6,White
6.4,0.13,0.47,0.47000362924573563,0.092,3.6888794541139363,158,0.9928,3.21,0.36,9.8,6,White
6.7,0.19,0.36,0.09531017980432493,0.026,4.143134726391533,143,0.9912,3.27,0.48,11,6,White
7.4,0.39,0.23,1.9459101490553132,0.033,3.367295829986474,126,0.994,3.14,0.42,10.5,5,White
6.5,0.24,0.32,2.028148247292285,0.038,3.871201010907891,203,0.9958,3.45,0.54,9.7,7,White
6.1,0.3,0.56,1.0296194171811581,0.044,3.8501476017100584,179,0.9924,3.3,0.57,10.9,7,White
6.1,0.3,0.56,0.9932517730102834,0.046,3.828641396489095,184,0.9924,3.31,0.57,10.9,6,White
5.7,0.26,0.25,2.341805806147327,0.02,1.9459101490553132,57,0.994,3.39,0.37,10.6,5,White
6.5,0.24,0.32,2.028148247292285,0.038,3.871201010907891,203,0.9958,3.45,0.54,9.7,7,White
6.5,0.425,0.4,2.5726122302071057,0.038,4.07753744390572,241,0.9979,3.23,0.57,9,5,White
6.6,0.24,0.27,2.760009940032921,0.035,3.828641396489095,188,0.9982,3.24,0.51,9.2,5,White
6.8,0.27,0.22,2.0918640616783932,0.034,4.007333185232471,203,0.9961,3.19,0.52,8.9,5,White
6.7,0.27,0.31,2.7536607123542622,0.036,3.784189633918261,179,0.9979,3.26,0.56,9.6,5,White
8.2,0.23,0.4,0.1823215567939546,0.027,3.58351893845611,121,0.992,3.12,0.38,10.7,6,White
7.1,0.37,0.67,2.3513752571634776,0.045,3.8918202981106265,155,0.9975,3.16,0.44,8.7,5,White
6.8,0.19,0.36,0.6418538861723947,0.035,3.4011973816621555,96,0.9917,3.15,0.54,10.8,7,White
8.1,0.28,0.39,0.6418538861723947,0.029,2.8903717578961645,79,0.9923,3.23,0.52,11.8,6,White
6.3,0.31,0.34,0.7884573603642703,0.045,2.995732273553991,77,0.9927,3.3,0.43,10.2,5,White
7.1,0.37,0.67,2.3513752571634776,0.045,3.8918202981106265,155,0.9975,3.16,0.44,8.7,5,White
7.9,0.21,0.4,0.1823215567939546,0.039,3.6375861597263857,107,0.992,3.21,0.54,10.8,6,White
8.5,0.21,0.41,1.4586150226995167,0.036,3.1780538303479458,99,0.9947,3.18,0.53,9.7,6,White
8.1,0.2,0.4,0.6931471805599453,0.037,2.9444389791664403,87,0.9921,3.12,0.54,11.2,6,White
6.3,0.255,0.37,0.09531017980432493,0.04,3.6109179126442243,114,0.9905,3,0.39,10.9,6,White
5.6,0.16,0.27,0.3364722366212129,0.044,3.970291913552122,168,0.9918,3.28,0.37,10.1,6,White
6.4,0.595,0.14,1.6486586255873816,0.058,2.70805020110221,97,0.9951,3.38,0.36,9,4,White
6.3,0.34,0.33,1.5260563034950492,0.034,2.9444389791664403,80,0.9917,3.38,0.58,12,7,White
6.9,0.25,0.3,1.410986973710262,0.054,3.1354942159291497,116,0.994,2.99,0.38,9.4,6,White
7.9,0.22,0.38,2.0794415416798357,0.043,3.828641396489095,152,0.9934,3.12,0.32,11.5,7,White
7.6,0.18,0.46,2.3223877202902252,0.055,4.060443010546419,135,0.9968,3.14,0.43,9.9,6,White
6.9,0.25,0.3,1.410986973710262,0.054,3.1354942159291497,116,0.994,2.99,0.38,9.4,6,White
7.2,0.18,0.41,0.1823215567939546,0.048,3.713572066704308,97,0.9919,3.14,0.45,10.4,5,White
8.2,0.23,0.4,2.0149030205422647,0.049,2.4849066497880004,76,0.9966,3.06,0.84,9.7,6,White
7.4,0.24,0.42,2.6390573296152584,0.066,3.871201010907891,198,0.9979,2.89,0.42,8.9,6,White
7.4,0.24,0.42,2.6390573296152584,0.066,3.871201010907891,198,0.9979,2.89,0.42,8.9,6,White
6.1,0.32,0.24,0.4054651081081644,0.036,3.6375861597263857,124,0.9898,3.29,0.42,12.4,7,White
5.2,0.44,0.04,0.3364722366212129,0.036,3.7612001156935624,119,0.9894,3.36,0.33,12.1,8,White
5.2,0.44,0.04,0.3364722366212129,0.036,3.7612001156935624,119,0.9894,3.36,0.33,12.1,8,White
6.1,0.32,0.24,0.4054651081081644,0.036,3.6375861597263857,124,0.9898,3.29,0.42,12.4,7,White
6.4,0.22,0.56,2.6741486494265287,0.055,3.295836866004329,159,0.998,2.98,0.4,9.1,5,White
6.3,0.36,0.3,1.5686159179138452,0.049,2.6390573296152584,85,0.9932,3.28,0.39,10.6,5,White
7.4,0.24,0.42,2.6390573296152584,0.066,3.871201010907891,198,0.9979,2.89,0.42,8.9,6,White
6.7,0.24,0.35,2.5726122302071057,0.05,4.1588830833596715,205,0.997,3.15,0.5,9.5,5,White
7,0.23,0.36,2.5649493574615367,0.051,4.276666119016055,177,0.9972,3.16,0.49,9.8,5,White
8.4,0.27,0.46,2.163323025660538,0.048,3.6635616461296463,197,0.9974,3.14,0.59,9.6,6,White
6.7,0.46,0.18,0.8754687373538999,0.034,3.2188758248682006,98,0.9896,3.08,0.44,12.6,7,White
7.5,0.29,0.31,2.191653532286764,0.055,2.995732273553991,151,0.9968,3.08,0.54,9.3,5,White
9.8,0.42,0.48,2.2874714551839976,0.034,1.6094379124341003,110,0.9958,2.87,0.29,10,5,White
7.1,0.3,0.46,0.4054651081081644,0.066,3.367295829986474,133,0.9906,3.12,0.54,12.7,6,White
7.9,0.19,0.45,0.4054651081081644,0.045,2.833213344056216,96,0.9917,3.13,0.39,11,6,White
7.6,0.48,0.37,-0.2231435513142097,0.037,1.3862943611198906,100,0.9902,3.03,0.39,11.4,4,White
6.3,0.22,0.43,1.5151272329628591,0.038,3.4339872044851463,130,0.9918,3.35,0.33,11.5,7,White
7.5,0.27,0.31,2.8735646395797834,0.051,3.4965075614664802,173,0.999,3.09,0.64,10.2,5,White
6.9,0.23,0.4,2.0149030205422647,0.04,3.912023005428146,151,0.9927,3.11,0.27,11.4,6,White
7.2,0.32,0.47,1.62924053973028,0.044,2.9444389791664403,65,0.991,3.03,0.41,12.6,4,White
5.9,0.23,0.3,2.5572273113676265,0.054,4.04305126783455,170,0.9972,3.28,0.39,9.4,5,White
6,0.67,0.07,0.1823215567939546,0.06,2.1972245773362196,108,0.9931,3.11,0.35,8.7,4,White
6.4,0.25,0.32,1.7047480922384253,0.049,3.713572066704308,176,0.995,3.19,0.68,9.2,6,White
6.4,0.33,0.31,1.7047480922384253,0.048,3.7376696182833684,173,0.9951,3.19,0.66,9.3,6,White
7.1,0.34,0.15,0.1823215567939546,0.053,4.110873864173311,183,0.9936,3.09,0.43,9.2,5,White
6.8,0.28,0.4,3.091042453358316,0.048,3.871201010907891,167,1.001,2.93,0.5,8.7,5,White
6.9,0.27,0.4,2.6390573296152584,0.05,4.1588830833596715,227,0.9979,3.18,0.58,9.6,6,White
6.8,0.26,0.56,2.4765384001174837,0.043,4.1588830833596715,226,0.997,3.02,0.63,9.3,5,White
6.8,0.29,0.56,2.4765384001174837,0.043,4.189654742026425,230,0.9972,3.02,0.63,9.3,5,White
6.7,0.24,0.41,2.2407096892759584,0.04,3.8918202981106265,166,0.9954,3.12,0.61,9.9,6,White
5.9,0.3,0.23,1.4350845252893227,0.038,3.7376696182833684,119,0.9924,3.15,0.5,11,5,White
6.8,0.53,0.35,1.33500106673234,0.034,3.258096538021482,109,0.9906,3.26,0.57,12.7,8,White
6.5,0.28,0.28,2.1400661634962708,0.047,3.9889840465642745,210,0.9962,3.09,0.54,8.9,4,White
6.6,0.28,0.28,2.1400661634962708,0.052,4.007333185232471,211,0.9962,3.09,0.55,8.9,6,White
6.8,0.28,0.4,3.091042453358316,0.048,3.871201010907891,167,1.001,2.93,0.5,8.7,5,White
6.8,0.28,0.36,2.0794415416798357,0.045,3.332204510175204,123,0.9928,3.02,0.37,11.4,6,White
6.6,0.15,0.34,1.62924053973028,0.055,3.5263605246161616,125,0.9942,3.36,0.42,9.6,5,White
6.4,0.29,0.44,1.2809338454620642,0.2,4.31748811353631,181,0.9942,3.02,0.41,9.1,5,White
6.4,0.3,0.45,1.252762968495368,0.197,4.330733340286331,180,0.9942,3.02,0.39,9.1,6,White
6.4,0.29,0.44,1.2809338454620642,0.197,4.31748811353631,183,0.9942,3.01,0.38,9.1,5,White
6.8,0.26,0.24,2.0541237336955462,0.052,3.9889840465642745,214,0.9961,3.13,0.47,8.9,5,White
7.1,0.32,0.24,2.5726122302071057,0.05,3.9512437185814275,204,0.998,3.1,0.49,8.8,5,White
6.8,0.26,0.24,2.0541237336955462,0.052,3.9889840465642745,214,0.9961,3.13,0.47,8.9,5,White
6.8,0.27,0.26,2.7788192719904172,0.049,4.007333185232471,196,0.9984,3.15,0.5,9.3,5,White
7.1,0.32,0.24,2.5726122302071057,0.05,3.9512437185814275,204,0.998,3.1,0.49,8.8,5,White
6.9,0.54,0.32,2.580216829592325,0.05,3.970291913552122,236,0.9973,3.2,0.5,9.6,5,White
6.8,0.26,0.34,2.631888840136646,0.034,3.6635616461296463,134,0.9949,3.33,0.53,12,6,White
5.8,0.28,0.35,0.8329091229351039,0.053,3.58351893845611,114,0.9924,3.28,0.5,10.2,4,White
6.4,0.21,0.5,2.451005098112319,0.042,3.8066624897703196,153,0.9972,3.15,0.43,8.8,5,White
7,0.16,0.32,2.1162555148025524,0.045,3.6375861597263857,126,0.9958,3.21,0.34,9.2,5,White
10.2,0.44,0.88,1.824549292051046,0.049,2.995732273553991,124,0.9968,2.99,0.51,9.9,4,White
6.8,0.57,0.29,0.7884573603642703,0.04,2.70805020110221,77,0.9938,3.32,0.74,10.2,5,White
6.1,0.4,0.31,-0.10536051565782628,0.048,3.1354942159291497,170,0.993,3.22,0.77,9.5,6,White
5.6,0.245,0.25,2.272125885509337,0.032,2.4849066497880004,68,0.994,3.31,0.34,10.5,5,White
6.8,0.18,0.38,0.3364722366212129,0.038,3.5553480614894135,111,0.9918,3.32,0.59,11.2,7,White
7,0.16,0.32,2.1162555148025524,0.045,3.6375861597263857,126,0.9958,3.21,0.34,9.2,5,White
6.7,0.13,0.29,1.667706820558076,0.051,3.4339872044851463,122,0.9944,3.44,0.37,9.7,6,White
6.2,0.25,0.25,0.3364722366212129,0.03,3.5553480614894135,105,0.9912,3.3,0.44,11.1,7,White
5.8,0.26,0.24,2.2192034840549946,0.044,4.007333185232471,152,0.9961,3.31,0.38,9.4,5,White
7.5,0.27,0.36,1.9459101490553132,0.036,3.8066624897703196,164,0.9939,3.03,0.33,11,5,White
5.8,0.26,0.24,2.2192034840549946,0.044,4.007333185232471,152,0.9961,3.31,0.38,9.4,5,White
5.7,0.28,0.24,2.8622008809294686,0.044,4.0943445622221,167,0.9989,3.31,0.44,9.4,5,White
7.5,0.23,0.36,1.9459101490553132,0.036,3.7612001156935624,161,0.9938,3.04,0.32,11,5,White
7.5,0.27,0.36,1.9459101490553132,0.036,3.8066624897703196,164,0.9939,3.03,0.33,11,5,White
7.2,0.685,0.21,2.2512917986064953,0.07,3.4965075614664802,172,0.9971,3,0.55,9.1,6,White
6.2,0.25,0.25,0.3364722366212129,0.03,3.5553480614894135,105,0.9912,3.3,0.44,11.1,7,White
6.5,0.19,0.3,-0.2231435513142097,0.043,3.4965075614664802,144,0.9936,3.42,0.39,9.1,6,White
6.3,0.495,0.22,0.5877866649021191,0.046,3.4339872044851463,140,0.9929,3.39,0.54,10.4,6,White
7.1,0.24,0.41,2.8791984572980396,0.046,3.6635616461296463,145,0.9998,3.32,0.39,8.7,5,White
6.4,0.17,0.32,0.8754687373538999,0.048,3.713572066704308,200,0.9938,3.5,0.5,9.7,6,White
7.1,0.25,0.32,2.33214389523559,0.041,4.189654742026425,272,0.9969,3.17,0.52,9.1,6,White
6.4,0.17,0.32,0.8754687373538999,0.048,3.713572066704308,200,0.9938,3.5,0.5,9.7,6,White
7.1,0.24,0.41,2.8791984572980396,0.046,3.6635616461296463,145,0.9998,3.32,0.39,8.7,5,White
6.8,0.64,0.08,2.272125885509337,0.062,3.258096538021482,142,0.9972,3.37,0.46,8.9,4,White
8.3,0.28,0.4,2.0541237336955462,0.041,3.6375861597263857,194,0.9976,3.34,0.51,9.6,6,White
8.2,0.27,0.39,2.0541237336955462,0.039,3.8918202981106265,208,0.9976,3.31,0.51,9.5,6,White
7.2,0.23,0.38,2.6602595372658615,0.058,4.007333185232471,194,0.9979,3.09,0.44,9,6,White
7.2,0.23,0.38,2.6602595372658615,0.058,4.007333185232471,194,0.9979,3.09,0.44,9,6,White
7.2,0.23,0.38,2.6602595372658615,0.058,4.007333185232471,194,0.9979,3.09,0.44,9,6,White
7.2,0.23,0.38,2.6602595372658615,0.058,4.007333185232471,194,0.9979,3.09,0.44,9,6,White
6.8,0.52,0.32,2.580216829592325,0.044,3.9889840465642745,221,0.9972,3.27,0.5,9.6,6,White
7,0.26,0.59,0.3364722366212129,0.037,3.6888794541139363,120,0.9918,3.34,0.41,11.1,7,White
6.2,0.25,0.21,2.744060638625243,0.039,3.332204510175204,159,0.9982,3.48,0.64,9.6,6,White
7.3,0.32,0.23,2.617395832834079,0.05,3.8918202981106265,197,0.9985,3.2,0.46,8.7,5,White
7.7,0.31,0.26,2.0541237336955462,0.031,3.1354942159291497,90,0.9944,3.13,0.5,10.4,5,White
7.1,0.21,0.37,0.8754687373538999,0.026,3.1354942159291497,100,0.9903,3.15,0.38,11.4,7,White
6.8,0.24,0.34,0.9932517730102834,0.047,4.1666652238017265,218.5,0.9934,3.3,0.58,9.7,6,White
6.9,0.4,0.56,2.4159137783010487,0.043,3.6888794541139363,142,0.9975,3.14,0.46,8.7,5,White
6.1,0.18,0.36,0.6931471805599453,0.038,2.995732273553991,249.5,0.9923,3.37,0.79,11.3,6,White
6.8,0.21,0.27,0.7419373447293773,0.03,3.258096538021482,139,0.99,3.16,0.61,12.6,7,White
5.8,0.2,0.27,0.3364722366212129,0.031,2.4849066497880004,77,0.9905,3.25,0.36,10.9,7,White
5.6,0.19,0.26,0.3364722366212129,0.03,2.4849066497880004,76,0.9905,3.25,0.37,10.9,7,White
6.1,0.41,0.14,2.341805806147327,0.037,2.8903717578961645,119,0.996,3.38,0.45,10,5,White
5.9,0.21,0.28,1.5260563034950492,0.053,3.6888794541139363,199,0.9964,3.72,0.7,10,4,White
8.5,0.26,0.21,2.785011242238338,0.074,3.713572066704308,197,0.998,3.02,0.5,9.8,3,White
6.9,0.4,0.56,2.4159137783010487,0.043,3.6888794541139363,142,0.9975,3.14,0.46,8.7,5,White
5.8,0.24,0.44,1.252762968495368,0.029,1.6094379124341003,109,0.9913,3.53,0.43,11.7,3,White
5.8,0.24,0.39,0.4054651081081644,0.054,3.6109179126442243,158,0.9932,3.21,0.52,9.3,6,White
6.7,0.26,0.39,0.09531017980432493,0.04,3.8066624897703196,147,0.9935,3.32,0.58,9.6,8,White
6.3,0.35,0.3,1.7404661748405046,0.035,2.0794415416798357,97,0.9927,3.27,0.41,11,7,White
6.3,0.35,0.3,1.7404661748405046,0.035,2.0794415416798357,97,0.9927,3.27,0.41,11,7,White
6.4,0.23,0.39,0.5877866649021191,0.032,3.1354942159291497,118,0.9912,3.32,0.5,11.8,6,White
5.8,0.36,0.38,-0.10536051565782628,0.037,1.0986122886681098,75,0.9904,3.28,0.34,11.4,4,White
6.9,0.115,0.35,1.6863989535702288,0.048,3.58351893845611,108,0.9939,3.32,0.42,10.2,6,White
6.9,0.29,0.4,2.9678470700644555,0.043,3.58351893845611,156,0.9996,2.93,0.47,8.9,5,White
6.9,0.28,0.4,2.1041341542702074,0.036,2.70805020110221,95,0.9944,3.17,0.33,10.2,5,White
7.2,0.29,0.4,2.6100697927420065,0.045,4.189654742026425,231,0.9977,3.08,0.59,9.6,6,White
6.2,0.24,0.35,0.1823215567939546,0.038,3.091042453358316,167,0.9912,3.1,0.48,10.6,6,White
