fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,quality,cluster
6.6,0.25,0.31,2.517696472610991,-2.8302178350764176,52,181,3.51,-0.7550225842780328,9.8,6,4
7.3,0.23,0.37,0.6418538861723947,-3.1941832122778293,51,165,3.26,-0.916290731874155,12.2,8,2
7.3,0.39,0.37,0.09531017980432493,-3.146555163288575,36,113,3.39,-0.7339691750802004,12.7,8,2
7,0.46,0.39,1.824549292051046,-3.2441936328524905,46,163,3.21,-1.0498221244986778,12.2,7,2
8.2,0.35,0.4,1.840549633397487,-3.2441936328524905,35,162,3.15,-1.0788096613719298,11.9,7,2
7.8,0.29,0.36,1.9459101490553132,-3.170085660698769,38,161,3.26,-0.9942522733438669,11.2,8,2
9.2,0.35,0.39,-0.10536051565782628,-3.170085660698769,15,61,2.96,-1.2729656758128873,10.4,4,1
8,0.57,0.39,1.3609765531356006,-3.3813947543659757,22,122,3.29,-0.40047756659712525,12.8,7,2
6.5,0.37,0.33,1.3609765531356006,-3.611918412977808,40,130,3.28,-0.941608539858445,12.7,7,2
5.7,0.21,0.24,0.8329091229351039,-3.0576076772720784,60,189,3.65,-0.3285040669720361,10.1,6,3
6.7,0.18,0.3,1.8562979903656263,-3.036554268074246,40,251,3.29,-0.6539264674066639,10,5,4
7.8,0.13,0.3,0.5877866649021191,-3.2188758248682006,43,179,3.43,-0.8915981192837836,9,5,3
7.6,0.19,0.41,0.09531017980432493,-3.2188758248682006,38,143,2.92,-0.8675005677047231,11.4,5,1
7.3,0.22,0.41,2.7343675094195836,-2.995732273553991,55,191,3.32,-0.527632742082372,8.9,6,4
6.3,0.29,0.4,1.8718021769015913,-3.2441936328524905,43,167,3.15,-0.8209805520698302,9.3,6,4
6.8,0.35,0.32,0.8754687373538999,-3.036554268074246,35,103,3.28,-0.7765287894989963,12,8,2
6.5,0.19,0.32,0.3364722366212129,-3.2188758248682006,31,132,3.36,-0.616186139423817,10.8,7,3
6.2,0.12,0.26,1.7404661748405046,-3.123565645063876,56,158,3.52,-0.9942522733438669,10.5,6,3
6,0.13,0.28,1.7404661748405046,-3.270169119255751,56,189.5,3.59,-0.843970070294529,10.6,7,3
6.4,0.25,0.33,0.3364722366212129,-3.2188758248682006,42,115,3.19,-0.7339691750802004,11.3,7,2
6.9,0.32,0.16,0.3364722366212129,-2.9759296462578115,15,96,3.22,-0.9675840262617056,9.5,4,1
7.6,0.19,0.41,0.09531017980432493,-3.2188758248682006,38,143,2.92,-0.8675005677047231,11.4,5,1
6.7,0.13,0.28,0.1823215567939546,-3.079113882493042,35,140,3.33,-1.1086626245216111,10.1,7,3
7,0.14,0.41,-0.10536051565782628,-3.2968373663379125,22,95,3.25,-0.843970070294529,10.9,6,3
7.6,0.27,0.24,1.33500106673234,-2.8473122684357177,19,115,3.15,-0.7985076962177716,8.9,5,1
7.3,0.22,0.41,2.7343675094195836,-2.995732273553991,55,191,3.32,-0.527632742082372,8.9,6,4
7.6,0.28,0.39,0.6418538861723947,-2.9565115604007097,23,116,3.25,-0.916290731874155,10.4,6,1
8.3,0.26,0.41,2.2192034840549946,-3.170085660698769,41,162,3.1,-0.9675840262617056,12,7,2
6.9,0.23,0.34,0.9932517730102834,-3.4420193761824103,24,121,3.14,-0.9675840262617056,12.4,7,2
6.2,0.3,0.32,0.5306282510621704,-3.4420193761824103,30,130,3.28,-0.8915981192837836,11.2,7,2
6.9,0.27,0.41,0.5306282510621704,-3.0576076772720784,6,134,3.15,-0.37106368139083207,11.4,6,1
6.9,0.28,0.41,0.5306282510621704,-2.995732273553991,10,136,3.16,-0.342490308946776,11.4,6,3
6.9,0.28,0.3,0.47000362924573563,-3.0576076772720784,46,132,3.35,-0.9675840262617056,11.1,7,3
6.9,0.46,0.2,-0.10536051565782628,-2.9187712324178627,5,126,3.1,-0.8675005677047231,10.4,6,1
6.9,0.38,0.32,2.1400661634962708,-3.123565645063876,36,152,3.38,-1.0498221244986778,12,7,2
5.7,0.43,0.3,1.7404661748405046,-3.2441936328524905,24,98,3.54,-0.4942963218147801,12.3,7,2
6.6,0.56,0.16,1.1314021114911006,-3.101092789211817,28,92,3.12,-1.0498221244986778,9.1,6,1
7.1,0.36,0.56,0.26236426446749106,-3.079113882493042,25,102,3.24,-1.1086626245216111,10.5,6,1
6.8,0.23,0.4,0.47000362924573563,-3.0576076772720784,5,133,3.23,-0.35667494393873245,11.4,6,3
6.2,0.33,0.29,0.26236426446749106,-3.170085660698769,26,138,3.77,-0.4462871026284195,9.5,5,3
5.6,0.49,0.13,1.5040773967762742,-3.2441936328524905,17,116,3.42,-0.10536051565782628,13.7,7,2
6.6,0.42,0.33,1.0296194171811581,-3.3813947543659757,15,85,3.28,-0.6733445532637656,13.4,6,2
7.3,0.18,0.29,0.1823215567939546,-3.123565645063876,12,143,3.2,-0.7339691750802004,11.3,7,3
8.1,0.19,0.4,-0.10536051565782628,-3.2968373663379125,73,180,3.06,-1.0788096613719298,10,6,4
5.9,0.19,0.26,2.0014800002101243,-3.3813947543659757,33,123,3.49,-0.8675005677047231,10.1,6,3
6.2,0.16,0.47,0.3364722366212129,-3.540459448995663,23,81,3.26,-0.8675005677047231,12.2,6,2
6.6,0.42,0.33,1.0296194171811581,-3.3813947543659757,15,85,3.28,-0.6733445532637656,13.4,6,2
5.7,0.135,0.3,1.5260563034950492,-3.170085660698769,19,101,3.31,-0.8675005677047231,9.3,6,3
5.6,0.49,0.13,1.5040773967762742,-3.2441936328524905,17,116,3.42,-0.10536051565782628,13.7,7,2
6.9,0.19,0.33,0.47000362924573563,-3.2441936328524905,27,98,3.09,-0.7765287894989963,12.3,7,2
7.3,0.18,0.29,0.1823215567939546,-3.123565645063876,12,143,3.2,-0.7339691750802004,11.3,7,3
7.3,0.25,0.36,2.5726122302071057,-2.995732273553991,35,200,3.04,-0.7765287894989963,8.9,7,4
7.3,0.25,0.36,2.5726122302071057,-2.995732273553991,35,200,3.04,-0.7765287894989963,8.9,7,4
7,0.2,0.34,1.7404661748405046,-3.3524072174927233,32,83,3.19,-0.7765287894989963,11.5,6,2
7.3,0.25,0.36,2.5726122302071057,-2.995732273553991,35,200,3.04,-0.7765287894989963,8.9,7,4
6.3,0.67,0.48,2.533696813957432,-2.9565115604007097,57,222,3.17,-0.6539264674066639,9.3,6,4
7.4,0.4,0.29,1.6863989535702288,-3.123565645063876,31,122,3.3,-0.6931471805599453,11.1,8,2
7.1,0.26,0.31,0.7884573603642703,-3.123565645063876,29,128,3.34,-0.4462871026284195,10.9,8,3
9,0.31,0.48,1.8870696490323797,-3.146555163288575,11,73,2.9,-0.9675840262617056,11.6,5,1
6.3,0.39,0.24,1.9315214116032138,-2.6736487743848776,9,117,3.15,-1.0498221244986778,10.2,4,1
8.2,0.22,0.36,1.916922612182061,-3.3813947543659757,12,90,3.01,-0.9675840262617056,10.5,8,2
7.1,0.19,0.28,1.2809338454620642,-3.4112477175156566,16,78,2.91,-0.2484613592984996,11.4,6,1
7.3,0.25,0.36,2.5726122302071057,-2.995732273553991,35,200,3.04,-0.7765287894989963,8.9,7,4
7.9,0.2,0.34,0.1823215567939546,-3.2188758248682006,29,118,3.14,-0.8915981192837836,10.6,6,1
7.1,0.26,0.32,1.7749523509116738,-3.2968373663379125,39,97,3.31,-0.916290731874155,11.6,6,2
7,0.2,0.34,1.7404661748405046,-3.3524072174927233,32,83,3.19,-0.7765287894989963,11.5,6,2
6.9,0.3,0.33,1.410986973710262,-3.3524072174927233,26,155,3.25,-0.23572233352106983,12.3,8,2
8.1,0.29,0.49,1.9600947840472698,-3.170085660698769,22,124,3.14,-0.8915981192837836,10.8,6,1
5.8,0.17,0.3,0.3364722366212129,-3.2968373663379125,55,130,3.29,-0.9675840262617056,11.3,6,3
5.9,0.415,0.02,-0.2231435513142097,-3.270169119255751,22,63,3.36,-1.0216512475319814,9.3,5,3
6.6,0.23,0.26,0.26236426446749106,-3.101092789211817,16,128,3.36,-0.5108256237659907,10,6,3
6.9,0.35,0.74,0,-3.123565645063876,18,132,3.13,-0.5978370007556204,10.2,5,1
7.6,0.14,0.74,0.47000362924573563,-3.2188758248682006,27,103,3.07,-0.916290731874155,10.8,7,1
9.2,0.28,0.49,2.468099531471619,-3.170085660698769,29,137,3.1,-1.0788096613719298,10.1,4,1
6.2,0.18,0.49,1.5040773967762742,-3.0576076772720784,17,90,3.27,-0.9942522733438669,11.6,6,3
5.3,0.165,0.24,0.09531017980432493,-2.9759296462578115,25,105,3.32,-0.7550225842780328,9.1,5,3
9.8,0.25,0.74,2.302585092994046,-2.8824035882469876,36,225,3.06,-0.843970070294529,10,4,4
8.1,0.29,0.49,1.9600947840472698,-3.170085660698769,22,124,3.14,-0.8915981192837836,10.8,6,1
6.8,0.22,0.49,-0.10536051565782628,-2.9565115604007097,26,128,3.25,-1.0498221244986778,11.4,6,1
7.2,0.22,0.49,0,-3.101092789211817,34,140,3.05,-1.0788096613719298,12.7,6,1
7.4,0.25,0.49,0.09531017980432493,-3.170085660698769,35,156,3.13,-0.5978370007556204,11.3,5,1
8.2,0.18,0.49,0.09531017980432493,-3.4112477175156566,28,81,3,-0.3856624808119846,10.4,7,1
6.1,0.22,0.49,0.4054651081081644,-2.9759296462578115,18,87,3.3,-0.7765287894989963,9.6,5,3
7,0.39,0.24,0,-3.036554268074246,8,119,3,-1.171182981502945,10.1,4,1
6.1,0.22,0.49,0.4054651081081644,-2.9759296462578115,18,87,3.3,-0.7765287894989963,9.6,5,3
6.5,0.36,0.49,1.0647107369924282,-3.506557897319982,16,94,3.1,-0.7133498878774648,12.1,7,2
7.1,0.29,0.49,0.1823215567939546,-3.473768074496991,32,99,3.07,-1.1086626245216111,12.2,6,2
7.4,0.25,0.49,0.09531017980432493,-3.170085660698769,35,156,3.13,-0.5978370007556204,11.3,5,1
6.9,0.23,0.24,2.653241964607215,-2.9374633654300153,19,94,3.17,-0.6931471805599453,9.6,5,1
8.5,0.56,0.74,2.8820035082256483,-2.9759296462578115,51,243,2.99,-0.35667494393873245,9.2,5,4
8.2,0.18,0.49,0.09531017980432493,-3.4112477175156566,28,81,3,-0.3856624808119846,10.4,7,1
6.3,0.23,0.49,1.9600947840472698,-2.995732273553991,67,210,3.23,-1.0788096613719298,9.5,5,4
6.1,0.25,0.49,2.028148247292285,-2.9565115604007097,67,226,3.16,-0.7550225842780328,8.9,5,4
7.2,0.26,0.74,2.6100697927420065,-2.995732273553991,56,162,3.03,-0.8209805520698302,8.8,5,4
7.2,0.31,0.24,0.3364722366212129,-2.864704011147587,17,117,3.16,-1.0498221244986778,10.5,5,1
8,0.25,0.49,0.1823215567939546,-2.796881414808826,27,117,3.08,-1.0788096613719298,9.4,5,1
7,0.18,0.49,1.667706820558076,-3.2188758248682006,34,125,3.24,-0.916290731874155,12.2,6,2
7.8,0.43,0.49,2.5649493574615367,-3.4112477175156566,37,158,3.14,-1.0498221244986778,11.3,6,2
8.3,0.2,0.74,1.4929040961781488,-3.123565645063876,33,130,3.25,-0.8675005677047231,12.2,6,1
6.3,0.27,0.49,0.1823215567939546,-2.7646205525906042,35,92,3.38,-0.8675005677047231,12.2,6,3
7.4,0.16,0.49,0.1823215567939546,-2.900422093749666,18,150,3.23,-0.7550225842780328,11.2,6,1
7.4,0.16,0.49,0.1823215567939546,-2.900422093749666,18,150,3.23,-0.7550225842780328,11.2,6,1
6.9,0.19,0.49,1.8870696490323797,-3.3242363405260273,49,172,3.2,-1.3093333199837622,11.5,6,4
7.8,0.43,0.49,2.5649493574615367,-3.4112477175156566,37,158,3.14,-1.0498221244986778,11.3,6,2
7.2,0.4,0.49,0.09531017980432493,-3.036554268074246,11,138,3.01,-0.8675005677047231,9.3,5,1
7.8,0.43,0.49,2.5649493574615367,-3.4112477175156566,37,158,3.14,-1.0498221244986778,11.3,6,2
7.6,0.52,0.49,2.6390573296152584,-3.3813947543659757,37,156,3.14,-0.9675840262617056,11.8,7,2
8.3,0.21,0.49,2.9856819377004897,-2.9187712324178627,50,231,2.99,-0.616186139423817,9.2,5,4
6.9,0.34,0.74,2.4159137783010487,-2.6736487743848776,44,150,3,-0.21072103131565253,9.2,5,4
6.3,0.27,0.49,0.1823215567939546,-2.7646205525906042,35,92,3.38,-0.8675005677047231,12.2,6,3
8.3,0.2,0.74,1.4929040961781488,-3.123565645063876,33,130,3.25,-0.8675005677047231,12.2,6,1
7.1,0.22,0.74,0.9932517730102834,-3.123565645063876,42,144,3.31,-0.8915981192837836,12.2,6,2
7.9,0.11,0.49,1.5040773967762742,-3.036554268074246,27,133,3.24,-0.8675005677047231,10.6,6,1
8.5,0.17,0.74,1.2809338454620642,-2.995732273553991,29,128,3.28,-0.916290731874155,12.4,6,1
6.4,0.145,0.49,1.6863989535702288,-3.036554268074246,54,164,3.56,-0.8209805520698302,10.8,6,3
7.4,0.16,0.49,0.1823215567939546,-2.900422093749666,18,150,3.23,-0.7550225842780328,11.2,6,1
8.3,0.19,0.49,0.1823215567939546,-2.9759296462578115,11,137,3.06,-0.7765287894989963,11,6,1
8,0.44,0.49,2.2082744135228043,-3.473768074496991,46,151,3.16,-1.3093333199837622,12.7,8,2
7,0.2,0.74,-0.2231435513142097,-3.123565645063876,19,163,3.46,-0.6348782724359695,10.2,5,3
6.9,0.19,0.49,1.8870696490323797,-3.3242363405260273,49,172,3.2,-1.3093333199837622,11.5,6,4
7.1,0.25,0.49,1.0986122886681098,-3.506557897319982,30,96,3.13,-0.941608539858445,12.3,7,2
6.5,0.24,0.24,0.47000362924573563,-3.079113882493042,15,60,3.19,-0.941608539858445,9.8,5,1
7.2,0.4,0.49,0.09531017980432493,-3.036554268074246,11,138,3.01,-0.8675005677047231,9.3,5,1
7.6,0.52,0.49,2.6390573296152584,-3.3813947543659757,37,156,3.14,-0.9675840262617056,11.8,7,2
7.8,0.43,0.49,2.5649493574615367,-3.4112477175156566,37,158,3.14,-1.0498221244986778,11.3,6,2
7.8,0.21,0.49,0.30010459245033816,-2.9565115604007097,6,48,3.15,-1.2729656758128873,11.4,5,1
7,0.2,0.49,1.7749523509116738,-3.270169119255751,39,128,3.21,-0.7339691750802004,10.8,6,3
6.9,0.25,0.24,1.2809338454620642,-2.864704011147587,13,85,2.99,-0.7339691750802004,9.5,4,1
7.2,0.08,0.49,0.26236426446749106,-2.995732273553991,18,148,3.46,-0.8209805520698302,10.2,6,3
7.6,0.51,0.24,0.1823215567939546,-3.2188758248682006,10,104,3.05,-1.2378743560016174,10.8,6,1
7.9,0.22,0.24,1.5260563034950492,-3.123565645063876,39,159,2.99,-1.2729656758128873,11.5,6,1
7.7,0.16,0.49,0.6931471805599453,-2.8824035882469876,20,124,3.32,-0.7133498878774648,10.7,6,1
7.2,0.08,0.49,0.26236426446749106,-2.995732273553991,18,148,3.46,-0.8209805520698302,10.2,6,3
6.6,0.25,0.24,0.5306282510621704,-3.036554268074246,26,124,3.37,-0.5108256237659907,10.1,6,3
6.7,0.16,0.49,0.8754687373538999,-3.079113882493042,57,187,3.62,-0.21072103131565253,10.4,6,3
6.9,0.25,0.24,1.2809338454620642,-2.864704011147587,13,85,2.99,-0.7339691750802004,9.5,4,1
7.5,0.32,0.24,1.5260563034950492,-2.9374633654300153,8,134,3.14,-0.6931471805599453,9.1,3,1
7.4,0.28,0.49,0.4054651081081644,-3.3813947543659757,20,126,2.98,-0.941608539858445,10.6,6,1
6.2,0.15,0.49,-0.10536051565782628,-3.4112477175156566,17,51,3.3,-0.35667494393873245,9.4,6,3
6.7,0.25,0.74,2.9652730660692823,-2.9187712324178627,44,169,3.51,-0.7985076962177716,9.8,6,4
6.5,0.26,0.74,2.5877640352277083,-3.123565645063876,68,224,3.18,-0.616186139423817,9.5,6,4
7.9,0.16,0.74,2.8820035082256483,-3.2968373663379125,52,187,2.99,-0.8915981192837836,9.3,5,4
5.6,0.185,0.49,0.09531017980432493,-3.506557897319982,28,117,3.55,-0.7985076962177716,10.3,6,3
7.5,0.2,0.49,0.26236426446749106,-3.473768074496991,8,97,3.06,-0.4780358009429998,11.1,5,1
8,0.3,0.49,2.2407096892759584,-3.079113882493042,47,188,3.14,-0.7339691750802004,10,5,4
8,0.34,0.49,2.1972245773362196,-3.4112477175156566,39,180,3.13,-0.9675840262617056,12.3,8,2
7.7,0.35,0.49,2.157559320943788,-3.4112477175156566,42,186,3.14,-0.9675840262617056,12.4,8,2
7.6,0.29,0.49,2.2617630984737906,-3.506557897319982,45,197,3.13,-0.9675840262617056,12.3,7,2
6.7,0.62,0.24,0.09531017980432493,-3.2441936328524905,6,62,3.41,-1.1394342831883648,10.4,5,1
6.8,0.27,0.49,0.1823215567939546,-3.123565645063876,35,126,3.13,-0.7339691750802004,12.1,7,2
7.7,0.27,0.49,0.5877866649021191,-3.1941832122778293,23,86,3.16,-0.8675005677047231,12.5,6,1
6.7,0.51,0.24,0.7419373447293773,-3.146555163288575,14,155,3.22,-0.5108256237659907,13,6,2
7.4,0.19,0.49,2.2300144001592104,-3.506557897319982,26,132,2.99,-1.1394342831883648,11,7,2
8.3,0.2,0.49,0.5306282510621704,-3.2188758248682006,34,169,3.05,-0.9942522733438669,10.1,5,1
6.6,0.3,0.24,0.1823215567939546,-3.3813947543659757,17,121,3.13,-1.0216512475319814,9.2,5,1
6.8,0.36,0.24,1.5260563034950492,-3.2441936328524905,24,124,3.27,-1.0788096613719298,12.6,7,2
7,0.17,0.74,2.5494451709255714,-3.101092789211817,24,126,3.26,-0.9675840262617056,12.2,8,2
9.2,0.18,0.49,0.4054651081081644,-3.1941832122778293,39,130,3.04,-0.7133498878774648,9.8,7,1
8.1,0.2,0.49,2.0918640616783932,-2.9759296462578115,51,205,3.1,-0.6539264674066639,11,6,4
7.8,0.26,0.74,2.0149030205422647,-3.123565645063876,59,160,3.22,-0.4462871026284195,10,6,4
6.8,0.21,0.49,2.6741486494265287,-2.8134107167600364,50,170,3.55,-0.8209805520698302,9.8,6,4
7.9,0.2,0.49,0.47000362924573563,-2.9374633654300153,15,144,3.16,-0.7550225842780328,10.5,5,1
8,0.18,0.49,0.5877866649021191,-2.796881414808826,10,145,3.23,-0.7339691750802004,10,5,1
8.8,0.23,0.74,1.1631508098056809,-3.170085660698769,15,126,3.02,-0.6733445532637656,11.2,6,1
7.3,0.22,0.49,2.2407096892759584,-3.3813947543659757,29,134,2.99,-1.1394342831883648,11,7,2
7.3,0.22,0.49,2.2925347571405443,-3.473768074496991,48,161,3.01,-1.2729656758128873,11.2,6,4
7.4,0.19,0.49,2.2300144001592104,-3.506557897319982,26,132,2.99,-1.1394342831883648,11,7,2
7.3,0.155,0.49,0.26236426446749106,-3.2441936328524905,34,136,3.14,-0.2613647641344075,10.5,6,3
8.2,0.22,0.49,2.2617630984737906,-3.2968373663379125,53,154,3.02,-1.1086626245216111,10.6,6,4
8.2,0.24,0.49,2.2300144001592104,-3.270169119255751,52,163,3.02,-1.1086626245216111,10.6,6,4
8.4,0.23,0.49,2.0541237336955462,-3.3524072174927233,22,95,3.04,-1.0788096613719298,12,6,1
8.3,0.2,0.49,0.5306282510621704,-3.2188758248682006,34,169,3.05,-0.9942522733438669,10.1,5,1
8.3,0.2,0.49,0.5306282510621704,-3.270169119255751,38,167,3.05,-0.9942522733438669,10.1,6,1
6.6,0.3,0.24,0.1823215567939546,-3.3813947543659757,17,121,3.13,-1.0216512475319814,9.2,5,1
6.9,0.21,0.49,0.3364722366212129,-3.1941832122778293,15,164,3.25,-0.4620354595965587,11,5,3
8,0.25,0.49,2.1972245773362196,-3.123565645063876,31,185,3.34,-0.7133498878774648,10,6,4
6.6,0.21,0.49,2.8986705607108596,-3.170085660698769,41,158,3.28,-0.941608539858445,8.7,6,4
7.2,0.27,0.74,2.5257286443082556,-3.2968373663379125,47,156,3.04,-0.8209805520698302,8.7,5,4
7.9,0.28,0.49,2.0412203288596382,-3.101092789211817,48,195,3.04,-0.5978370007556204,11,6,4
7.4,0.27,0.49,0.09531017980432493,-3.2968373663379125,33,156,3.15,-0.616186139423817,11.1,6,1
6.6,0.21,0.49,2.8986705607108596,-3.170085660698769,41,158,3.28,-0.941608539858445,8.7,6,4
7.2,0.27,0.74,2.5257286443082556,-3.2968373663379125,47,156,3.04,-0.8209805520698302,8.7,5,4
8.1,0.3,0.49,2.0918640616783932,-3.2968373663379125,26,174,3.1,-1.2039728043259361,11.2,7,1
7.5,0.23,0.49,2.0412203288596382,-3.0159349808715104,61,209,3.14,-1.2039728043259361,11.1,7,4
7.3,0.26,0.49,1.6094379124341003,-3.575550768806933,32,107,3.24,-0.616186139423817,10.8,6,2
7.1,0.18,0.74,2.747270914255491,-3.123565645063876,44,176,3.38,-0.40047756659712525,9,6,4
8.5,0.15,0.49,0.4054651081081644,-3.473768074496991,17,122,3.03,-0.916290731874155,10.3,6,1
8.9,0.13,0.49,0,-3.575550768806933,6,24,2.91,-1.1394342831883648,9.9,5,1
8.1,0.28,0.49,0,-3.2188758248682006,32,148,3.13,-0.8915981192837836,10,6,1
6,0.17,0.49,0,-3.3813947543659757,26,106,3.21,-0.8675005677047231,9.8,6,3
7.3,0.26,0.49,1.6094379124341003,-3.575550768806933,32,107,3.24,-0.616186139423817,10.8,6,2
7.1,0.18,0.74,2.747270914255491,-3.123565645063876,44,176,3.38,-0.40047756659712525,9,6,4
7.1,0.53,0.24,-0.2231435513142097,-3.540459448995663,29,86,3.16,-1.1394342831883648,9.1,4,1
7.2,0.16,0.49,0.26236426446749106,-3.2968373663379125,27,104,3.23,-0.5621189181535413,10.6,6,3
7.3,0.14,0.49,0.09531017980432493,-3.270169119255751,28,99,3.2,-0.3285040669720361,10.6,6,3
8.9,0.13,0.49,0,-3.575550768806933,6,24,2.91,-1.1394342831883648,9.9,5,1
7.9,0.12,0.49,1.6486586255873816,-3.0159349808715104,33,152,3.18,-0.7550225842780328,10.6,6,1
6.7,0.29,0.49,1.547562508716013,-3.3813947543659757,35,156,3.13,-0.7985076962177716,9.9,6,4
6.7,0.3,0.49,1.5686159179138452,-3.3813947543659757,36,158,3.12,-0.7985076962177716,9.9,6,4
7.1,0.36,0.24,0.5877866649021191,-3.6888794541139363,32,102,3.34,-0.527632742082372,12.8,6,2
8.5,0.15,0.49,0.4054651081081644,-3.473768074496991,17,122,3.03,-0.916290731874155,10.3,6,1
7.9,0.18,0.49,1.6486586255873816,-2.9759296462578115,36,157,3.18,-0.7339691750802004,10.6,6,4
7.3,0.21,0.49,0.5877866649021191,-3.270169119255751,44,152,3.32,-0.8209805520698302,12.6,7,2
6.9,0.3,0.49,2.028148247292285,-2.864704011147587,25,156,3.43,-0.4620354595965587,11,7,3
7.9,0.42,0.49,2.1041341542702074,-2.8824035882469876,32,164,3.29,-0.5108256237659907,11.2,7,4
6.9,0.24,0.49,0.26236426446749106,-3.4420193761824103,35,148,3.45,-0.5621189181535413,10.7,7,3
7.6,0.23,0.49,2.302585092994046,-3.3242363405260273,45,182,3.08,-0.5447271754416722,9.6,6,4
7.9,0.18,0.49,1.6486586255873816,-2.9759296462578115,36,157,3.18,-0.7339691750802004,10.6,6,4
6.2,0.43,0.49,1.8562979903656263,-3.101092789211817,12,115,3.27,-0.5621189181535413,9,4,1
8.8,0.35,0.49,0,-3.3242363405260273,14,56,2.96,-1.1086626245216111,10.5,4,1
7.8,0.3,0.74,0.5877866649021191,-3.4112477175156566,33,156,3.29,-0.6539264674066639,12.8,6,2
9.1,0.28,0.49,0.6931471805599453,-2.8302178350764176,10,112,3.15,-0.7765287894989963,10.1,5,1
7.1,0.34,0.49,0.4054651081081644,-3.611918412977808,26,126,3.3,-1.1086626245216111,12.2,7,2
7.8,0.3,0.74,0.5877866649021191,-3.4112477175156566,33,156,3.29,-0.6539264674066639,12.8,6,2
9.1,0.28,0.49,0.6931471805599453,-2.8302178350764176,10,112,3.15,-0.7765287894989963,10.1,5,1
8.5,0.19,0.49,1.252762968495368,-3.123565645063876,29,117,3.14,-0.6733445532637656,10.1,6,1
7.6,0.18,0.49,2.89314568477889,-3.079113882493042,36,158,3.06,-0.8915981192837836,9.2,5,4
7.5,0.19,0.49,0.5877866649021191,-2.900422093749666,19,110,3.33,-0.8209805520698302,9.9,5,1
7.4,0.3,0.49,2.1041341542702074,-2.900422093749666,49,188,3.52,-0.5447271754416722,9.7,6,4
6.7,0.3,0.74,1.6094379124341003,-3.270169119255751,35,157,3.21,-0.7765287894989963,9.9,5,4
6.6,0.3,0.74,1.5260563034950492,-3.1941832122778293,36,159,3.21,-0.7985076962177716,9.9,5,4
7.4,0.3,0.49,2.1041341542702074,-2.900422093749666,49,188,3.52,-0.5447271754416722,9.7,6,4
6.9,0.22,0.49,1.9459101490553132,-2.7646205525906042,50,168,3.54,-0.6931471805599453,10.3,6,4
7.8,0.26,0.49,1.1314021114911006,-3.101092789211817,21,116,3.16,-1.0498221244986778,10.3,5,1
8.5,0.17,0.49,2.174751721484161,-3.036554268074246,23,108,2.88,-1.0788096613719298,10.5,4,1
6.8,0.17,0.74,0.8754687373538999,-2.9374633654300153,61,182,3.63,-0.2744368457017603,10.5,6,3
6.2,0.27,0.49,0.3364722366212129,-2.995732273553991,20,74,3.32,-0.8209805520698302,9.8,6,3
7.1,0.64,0.49,0.5877866649021191,-2.995732273553991,17,128,3.31,-0.5447271754416722,10.6,4,1
6.4,0.18,0.74,2.4765384001174837,-3.079113882493042,54,168,3.58,-0.3856624808119846,10.1,5,4
7.6,0.31,0.49,2.5952547069568657,-2.7806208939370456,50,191,3.22,-0.6348782724359695,9,4,4
9.8,0.31,0.49,2.7343675094195836,-3.079113882493042,13,119,3.18,-0.7985076962177716,9.5,5,1
9,0.3,0.49,1.9740810260220096,-3.2441936328524905,32,84,2.94,-1.1394342831883648,11.5,6,1
8.4,0.24,0.49,2.0014800002101243,-3.2441936328524905,46,108,3.03,-1.1086626245216111,11.9,7,2
6.4,0.18,0.74,2.4765384001174837,-3.079113882493042,54,168,3.58,-0.3856624808119846,10.1,5,4
6.4,0.25,0.74,2.0541237336955462,-3.101092789211817,52,209,3.21,-0.8675005677047231,9.2,6,4
7.3,0.3,0.74,2.6026896854443837,-3.2441936328524905,46,165,3.02,-0.916290731874155,8.7,5,4
9.3,0.31,0.49,0.26236426446749106,-3.170085660698769,34,147,3.11,-0.7765287894989963,9.8,5,1
6.4,0.25,0.74,2.0541237336955462,-3.101092789211817,52,209,3.21,-0.8675005677047231,9.2,6,4
7.3,0.3,0.74,2.6026896854443837,-3.2441936328524905,46,165,3.02,-0.916290731874155,8.7,5,4
7,0.27,0.74,0.4054651081081644,-3.3242363405260273,27,122,3.35,-0.7339691750802004,11.2,6,3
7.9,0.14,0.74,0.1823215567939546,-3.575550768806933,30,165,3.08,-0.19845093872383832,12.3,6,1
6.4,0.12,0.49,1.8562979903656263,-3.170085660698769,49,161,3.34,-0.8209805520698302,10.4,6,3
6.8,0.21,0.74,0.1823215567939546,-3.0576076772720784,25,111,3.13,-0.8915981192837836,10.7,6,1
8.6,0.16,0.49,1.9878743481543455,-3.146555163288575,9,63,3.13,-0.527632742082372,10.5,6,1
7,0.29,0.49,1.33500106673234,-3.0576076772720784,37,136,2.95,-0.916290731874155,9.4,6,1
6.4,0.27,0.49,1.9878743481543455,-3.079113882493042,53,206,3.24,-0.843970070294529,9.2,6,4
6.6,0.55,0.01,0.9932517730102834,-3.3813947543659757,56,122,3.15,-1.2039728043259361,11.9,5,2
6.4,0.27,0.49,1.9878743481543455,-3.079113882493042,53,206,3.24,-0.843970070294529,9.2,6,4
7,0.29,0.49,1.33500106673234,-3.0576076772720784,37,136,2.95,-0.916290731874155,9.4,6,1
8.2,0.34,0.49,2.0794415416798357,-3.079113882493042,55,223,3.08,-0.6539264674066639,10.7,6,4
